市区町村,,1983年,1984年,1985年,1986年,1987年,1988年,1989年,1990年,1991年,1992年,1993年,1994年,1995年,1996年,1997年,1998年,1999年,2000年,2001年,2002年,2003年,2004年,2005年,2006年,2007年,2008年,2009年,2010年,2011年,2012年,2013年,2014年,2015年,2016年,2017年,2018年,2019年,2020年,2021年,2022年
東京都新宿区新宿3-6-11,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,000,000","1,910,000","1,850,000","1,820,000","1,830,000","2,010,000","2,410,000","2,220,000","2,030,000","1,990,000","1,950,000","1,930,000","2,000,000","2,110,000","2,210,000","2,300,000","2,410,000","2,540,000","2,710,000","2,560,000","2,550,000"
東京都新宿区高田馬場3-22-3,公示地価,-,-,-,-,-,-,-,-,-,-,-,"3,330,000","2,420,000","1,720,000","1,470,000","1,300,000","1,190,000","1,090,000","1,060,000","1,000,000","978,000","945,000","940,000","950,000","1,040,000","1,250,000","1,130,000","1,030,000","1,000,000","990,000","982,000","1,010,000","1,050,000","1,090,000","1,130,000","1,180,000","1,240,000","1,360,000","1,330,000","1,350,000"
東京都新宿区馬場下町62番17外,公示地価,-,-,-,-,-,-,-,-,-,-,-,"3,050,000","2,400,000","1,860,000","1,630,000","1,570,000","1,470,000","1,380,000","1,340,000","1,300,000","1,240,000","1,190,000","1,160,000","1,180,000","1,270,000","1,550,000","1,400,000","1,280,000","1,250,000","1,230,000","1,220,000","1,270,000","1,330,000","1,400,000","1,470,000","1,530,000","1,620,000","1,720,000","1,670,000","1,690,000"
東京都新宿区水道町4-22,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"841,000","832,000","839,000","927,000","1,120,000","997,000","916,000","904,000","893,000","888,000","920,000","956,000","993,000","1,030,000","1,090,000","1,200,000","1,300,000","1,270,000","1,290,000"
東京都新宿区四谷坂町12-19,公示地価,-,-,-,-,-,-,-,-,-,-,-,"4,730,000","3,470,000","2,630,000","2,240,000","2,090,000","1,800,000","1,660,000","1,550,000","1,470,000","1,440,000","1,420,000","1,410,000","1,440,000","1,590,000","1,920,000","1,720,000","1,530,000","1,480,000","1,440,000","1,430,000","1,480,000","1,530,000","1,580,000","1,640,000","1,730,000","1,850,000","2,000,000","1,950,000","1,950,000"
東京都新宿区新宿3-24-1,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13,900,000","13,900,000","13,900,000","14,200,000","15,000,000","17,500,000","22,500,000","22,000,000","20,100,000","19,500,000","19,300,000","19,100,000","20,900,000","22,800,000","26,300,000","30,200,000","34,000,000","36,000,000","37,900,000","36,500,000","36,300,000"
東京都新宿区市谷砂土原町2丁目7番1,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,"2,190,000","1,670,000","1,470,000","1,380,000","1,270,000","1,180,000","1,140,000","1,100,000","1,030,000","992,000","987,000","1,000,000","1,100,000","1,350,000","1,220,000","1,100,000","1,090,000","1,080,000","1,060,000","1,090,000","1,120,000","1,160,000","1,200,000","1,260,000","1,340,000","1,450,000","1,420,000","1,430,000"
東京都新宿区四谷1丁目9番2外,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,"7,680,000","5,700,000","4,900,000","4,800,000","4,480,000","4,380,000","4,300,000","4,220,000","4,070,000","3,980,000","3,920,000","4,040,000","4,520,000","5,500,000","5,030,000","4,400,000","4,180,000","4,050,000","3,980,000","4,110,000","4,250,000","4,380,000","4,540,000","4,710,000","5,120,000","5,540,000","5,400,000","5,400,000"
東京都新宿区西新宿1-12-3,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,680,000","4,540,000","4,450,000","4,390,000","4,380,000","4,470,000","4,960,000","6,300,000","5,870,000","5,320,000","5,270,000","5,230,000","5,180,000","5,440,000","5,700,000","6,200,000","6,700,000","7,140,000","7,580,000","8,030,000","7,380,000","7,210,000"
東京都新宿区神楽坂3丁目1番16,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"918,000","905,000","895,000","893,000","899,000","981,000","1,200,000","1,090,000","1,000,000","991,000","980,000","970,000","999,000","1,030,000","1,070,000","1,110,000","1,180,000","1,300,000","1,450,000","1,400,000","1,440,000"
